_id,epi_week,disease,no._of_cases
14877,2020-W22,Meningococcal Infection,0
14878,2020-W22,Pertussis,0
14879,2020-W22,Pneumococcal Disease (invasive),0
14880,2020-W22,Haemophilus influenzae type b,0
14881,2020-W22,Salmonellosis(non-enteric fevers),32
14882,2020-W22,Avian Influenza,0
14883,2020-W22,Zika,0
14884,2020-W22,Ebola Virus Disease,0
14885,2020-W22,Japanese Encephalitis,0
14886,2020-W22,Tetanus,0
14887,2020-W22,Botulism,1
14888,2020-W22,Murine Typhus,0
14889,2020-W23,Cholera,0
14890,2020-W23,Paratyphoid,0
14891,2020-W23,Typhoid,0
14892,2020-W23,Acute Viral Hepatitis A,1
14893,2020-W23,Acute Viral Hepatitis E,0
14894,2020-W23,Poliomyelitis,0
14895,2020-W23,Plague,0
14896,2020-W23,Yellow Fever,0
14897,2020-W23,Dengue Fever,868
14898,2020-W23,Dengue Haemorrhagic Fever,0
14899,2020-W23,Malaria,0
14900,2020-W23,Chikungunya,0
14901,2020-W23,HFMD,0
14902,2020-W23,Diphtheria,0
14903,2020-W23,Measles,0
14904,2020-W23,Mumps,6
14905,2020-W23,Rubella,0
14906,2020-W23,SARS,0
14907,2020-W23,Nipah,0
14908,2020-W23,Acute Viral hepatitis B,2
14909,2020-W23,Encephalitis,0
14910,2020-W23,Legionellosis,0
14911,2020-W23,Campylobacter enteritis,12
14912,2020-W23,Acute Viral hepatitis C,0
14913,2020-W23,Leptospirosis,1
14914,2020-W23,Melioidosis,0
14915,2020-W23,Meningococcal Infection,0
14916,2020-W23,Pertussis,0
14917,2020-W23,Pneumococcal Disease (invasive),0
14918,2020-W23,Haemophilus influenzae type b,0
14919,2020-W23,Salmonellosis(non-enteric fevers),29
14920,2020-W23,Avian Influenza,0
14921,2020-W23,Zika,0
14922,2020-W23,Ebola Virus Disease,0
14923,2020-W23,Japanese Encephalitis,0
14924,2020-W23,Tetanus,0
14925,2020-W23,Botulism,0
14926,2020-W23,Murine Typhus,1
14927,2020-W24,Cholera,0
14928,2020-W24,Paratyphoid,0
14929,2020-W24,Typhoid,0
14930,2020-W24,Acute Viral Hepatitis A,0
14931,2020-W24,Acute Viral Hepatitis E,0
14932,2020-W24,Poliomyelitis,0
14933,2020-W24,Plague,0
14934,2020-W24,Yellow Fever,0
14935,2020-W24,Dengue Fever,1151
14936,2020-W24,Dengue Haemorrhagic Fever,2
14937,2020-W24,Malaria,0
14938,2020-W24,Chikungunya,0
14939,2020-W24,HFMD,0
14940,2020-W24,Diphtheria,0
14941,2020-W24,Measles,0
14942,2020-W24,Mumps,5
14943,2020-W24,Rubella,0
14944,2020-W24,SARS,0
14945,2020-W24,Nipah,0
14946,2020-W24,Acute Viral hepatitis B,0
14947,2020-W24,Encephalitis,0
14948,2020-W24,Legionellosis,0
14949,2020-W24,Campylobacter enteritis,8
14950,2020-W24,Acute Viral hepatitis C,0
14951,2020-W24,Leptospirosis,1
14952,2020-W24,Melioidosis,0
14953,2020-W24,Meningococcal Infection,1
14954,2020-W24,Pertussis,0
14955,2020-W24,Pneumococcal Disease (invasive),0
14956,2020-W24,Haemophilus influenzae type b,0
14957,2020-W24,Salmonellosis(non-enteric fevers),37
14958,2020-W24,Avian Influenza,0
14959,2020-W24,Zika,0
14960,2020-W24,Ebola Virus Disease,0
14961,2020-W24,Japanese Encephalitis,0
14962,2020-W24,Tetanus,0
14963,2020-W24,Botulism,0
14964,2020-W24,Murine Typhus,0
14965,2020-W25,Cholera,0
14966,2020-W25,Paratyphoid,0
14967,2020-W25,Typhoid,0
14968,2020-W25,Acute Viral Hepatitis A,0
14969,2020-W25,Acute Viral Hepatitis E,1
14970,2020-W25,Poliomyelitis,0
14971,2020-W25,Plague,0
14972,2020-W25,Yellow Fever,0
14973,2020-W25,Dengue Fever,1369
14974,2020-W25,Dengue Haemorrhagic Fever,2
14975,2020-W25,Malaria,0
14976,2020-W25,Chikungunya,0
14977,2020-W25,HFMD,0
14978,2020-W25,Diphtheria,0
14979,2020-W25,Measles,0
14980,2020-W25,Mumps,4
14981,2020-W25,Rubella,0
14982,2020-W25,SARS,0
14983,2020-W25,Nipah,0
14984,2020-W25,Acute Viral hepatitis B,1
14985,2020-W25,Encephalitis,0
14986,2020-W25,Legionellosis,0
14987,2020-W25,Campylobacter enteritis,8
14988,2020-W25,Acute Viral hepatitis C,1
14989,2020-W25,Leptospirosis,1
14990,2020-W25,Melioidosis,0
14991,2020-W25,Meningococcal Infection,1
14992,2020-W25,Pertussis,0
14993,2020-W25,Pneumococcal Disease (invasive),0
14994,2020-W25,Haemophilus influenzae type b,0
14995,2020-W25,Salmonellosis(non-enteric fevers),41
14996,2020-W25,Avian Influenza,0
14997,2020-W25,Zika,0
14998,2020-W25,Ebola Virus Disease,0
14999,2020-W25,Japanese Encephalitis,0
15000,2020-W25,Tetanus,0
15001,2020-W25,Botulism,0
15002,2020-W25,Murine Typhus,0
15003,2020-W26,Cholera,0
15004,2020-W26,Paratyphoid,0
15005,2020-W26,Typhoid,0
15006,2020-W26,Acute Viral Hepatitis A,0
15007,2020-W26,Acute Viral Hepatitis E,0
15008,2020-W26,Poliomyelitis,0
15009,2020-W26,Plague,0
15010,2020-W26,Yellow Fever,0
15011,2020-W26,Dengue Fever,1460
15012,2020-W26,Dengue Haemorrhagic Fever,0
15013,2020-W26,Malaria,0
15014,2020-W26,Chikungunya,0
15015,2020-W26,HFMD,0
15016,2020-W26,Diphtheria,0
15017,2020-W26,Measles,0
15018,2020-W26,Mumps,8
15019,2020-W26,Rubella,0
15020,2020-W26,SARS,0
15021,2020-W26,Nipah,0
15022,2020-W26,Acute Viral hepatitis B,0
15023,2020-W26,Encephalitis,0
15024,2020-W26,Legionellosis,0
15025,2020-W26,Campylobacter enteritis,9
15026,2020-W26,Acute Viral hepatitis C,1
15027,2020-W26,Leptospirosis,0
15028,2020-W26,Melioidosis,1
15029,2020-W26,Meningococcal Infection,0
15030,2020-W26,Pertussis,0
15031,2020-W26,Pneumococcal Disease (invasive),0
15032,2020-W26,Haemophilus influenzae type b,0
15033,2020-W26,Salmonellosis(non-enteric fevers),34
15034,2020-W26,Avian Influenza,0
15035,2020-W26,Zika,0
15036,2020-W26,Ebola Virus Disease,0
15037,2020-W26,Japanese Encephalitis,0
15038,2020-W26,Tetanus,0
15039,2020-W26,Botulism,0
15040,2020-W26,Murine Typhus,0
15041,2020-W27,Cholera,0
15042,2020-W27,Paratyphoid,0
15043,2020-W27,Typhoid,0
15044,2020-W27,Acute Viral Hepatitis A,1
15045,2020-W27,Acute Viral Hepatitis E,1
15046,2020-W27,Poliomyelitis,0
15047,2020-W27,Plague,0
15048,2020-W27,Yellow Fever,0
15049,2020-W27,Dengue Fever,1444
15050,2020-W27,Dengue Haemorrhagic Fever,4
15051,2020-W27,Malaria,1
15052,2020-W27,Chikungunya,0
15053,2020-W27,HFMD,0
15054,2020-W27,Diphtheria,0
15055,2020-W27,Measles,0
15056,2020-W27,Mumps,9
15057,2020-W27,Rubella,0
15058,2020-W27,SARS,0
15059,2020-W27,Nipah,0
15060,2020-W27,Acute Viral hepatitis B,1
15061,2020-W27,Encephalitis,0
15062,2020-W27,Legionellosis,1
15063,2020-W27,Campylobacter enteritis,14
15064,2020-W27,Acute Viral hepatitis C,1
15065,2020-W27,Leptospirosis,0
15066,2020-W27,Melioidosis,3
15067,2020-W27,Meningococcal Infection,0
15068,2020-W27,Pertussis,0
15069,2020-W27,Pneumococcal Disease (invasive),0
15070,2020-W27,Haemophilus influenzae type b,0
15071,2020-W27,Salmonellosis(non-enteric fevers),32
15072,2020-W27,Avian Influenza,0
15073,2020-W27,Zika,0
15074,2020-W27,Ebola Virus Disease,0
15075,2020-W27,Japanese Encephalitis,0
15076,2020-W27,Tetanus,0
15077,2020-W27,Botulism,0
15078,2020-W27,Murine Typhus,0
15079,2020-W28,Cholera,0
15080,2020-W28,Paratyphoid,0
15081,2020-W28,Typhoid,0
15082,2020-W28,Acute Viral Hepatitis A,2
15083,2020-W28,Acute Viral Hepatitis E,1
15084,2020-W28,Poliomyelitis,0
15085,2020-W28,Plague,0
15086,2020-W28,Yellow Fever,0
15087,2020-W28,Dengue Fever,1665
15088,2020-W28,Dengue Haemorrhagic Fever,2
15089,2020-W28,Malaria,0
15090,2020-W28,Chikungunya,0
15091,2020-W28,HFMD,0
15092,2020-W28,Diphtheria,0
15093,2020-W28,Measles,0
15094,2020-W28,Mumps,5
15095,2020-W28,Rubella,0
15096,2020-W28,SARS,0
15097,2020-W28,Nipah,0
15098,2020-W28,Acute Viral hepatitis B,0
15099,2020-W28,Encephalitis,0
15100,2020-W28,Legionellosis,0
15101,2020-W28,Campylobacter enteritis,7
15102,2020-W28,Acute Viral hepatitis C,0
15103,2020-W28,Leptospirosis,0
15104,2020-W28,Melioidosis,1
15105,2020-W28,Meningococcal Infection,0
15106,2020-W28,Pertussis,0
15107,2020-W28,Pneumococcal Disease (invasive),0
15108,2020-W28,Haemophilus influenzae type b,0
15109,2020-W28,Salmonellosis(non-enteric fevers),25
15110,2020-W28,Avian Influenza,0
15111,2020-W28,Zika,0
15112,2020-W28,Ebola Virus Disease,0
15113,2020-W28,Japanese Encephalitis,0
15114,2020-W28,Tetanus,0
15115,2020-W28,Botulism,0
15116,2020-W28,Murine Typhus,0
15117,2020-W29,Cholera,0
15118,2020-W29,Paratyphoid,0
15119,2020-W29,Typhoid,0
15120,2020-W29,Acute Viral Hepatitis A,0
15121,2020-W29,Acute Viral Hepatitis E,0
15122,2020-W29,Poliomyelitis,0
15123,2020-W29,Plague,0
15124,2020-W29,Yellow Fever,0
15125,2020-W29,Dengue Fever,1725
15126,2020-W29,Dengue Haemorrhagic Fever,4
15127,2020-W29,Malaria,0
15128,2020-W29,Chikungunya,0
15129,2020-W29,HFMD,0
15130,2020-W29,Diphtheria,0
15131,2020-W29,Measles,0
15132,2020-W29,Mumps,7
15133,2020-W29,Rubella,0
15134,2020-W29,SARS,0
15135,2020-W29,Nipah,0
15136,2020-W29,Acute Viral hepatitis B,1
15137,2020-W29,Encephalitis,0
15138,2020-W29,Legionellosis,0
15139,2020-W29,Campylobacter enteritis,14
15140,2020-W29,Acute Viral hepatitis C,0
15141,2020-W29,Leptospirosis,1
15142,2020-W29,Melioidosis,1
15143,2020-W29,Meningococcal Infection,0
15144,2020-W29,Pertussis,0
15145,2020-W29,Pneumococcal Disease (invasive),0
15146,2020-W29,Haemophilus influenzae type b,0
15147,2020-W29,Salmonellosis(non-enteric fevers),34
15148,2020-W29,Avian Influenza,0
15149,2020-W29,Zika,0
15150,2020-W29,Ebola Virus Disease,0
15151,2020-W29,Japanese Encephalitis,0
15152,2020-W29,Tetanus,0
15153,2020-W29,Botulism,0
15154,2020-W29,Murine Typhus,0
15155,2020-W30,Cholera,0
15156,2020-W30,Paratyphoid,0
15157,2020-W30,Typhoid,0
15158,2020-W30,Acute Viral Hepatitis A,0
15159,2020-W30,Acute Viral Hepatitis E,0
15160,2020-W30,Poliomyelitis,0
15161,2020-W30,Plague,0
15162,2020-W30,Yellow Fever,0
15163,2020-W30,Dengue Fever,1791
15164,2020-W30,Dengue Haemorrhagic Fever,1
15165,2020-W30,Malaria,2
15166,2020-W30,Chikungunya,0
15167,2020-W30,HFMD,0
15168,2020-W30,Diphtheria,0
15169,2020-W30,Measles,0
15170,2020-W30,Mumps,7
15171,2020-W30,Rubella,0
15172,2020-W30,SARS,0
15173,2020-W30,Nipah,0
15174,2020-W30,Acute Viral hepatitis B,0
15175,2020-W30,Encephalitis,0
15176,2020-W30,Legionellosis,2
15177,2020-W30,Campylobacter enteritis,10
15178,2020-W30,Acute Viral hepatitis C,0
15179,2020-W30,Leptospirosis,1
15180,2020-W30,Melioidosis,1
15181,2020-W30,Meningococcal Infection,0
15182,2020-W30,Pertussis,0
15183,2020-W30,Pneumococcal Disease (invasive),1
15184,2020-W30,Haemophilus influenzae type b,0
15185,2020-W30,Salmonellosis(non-enteric fevers),32
15186,2020-W30,Avian Influenza,0
15187,2020-W30,Zika,0
15188,2020-W30,Ebola Virus Disease,0
15189,2020-W30,Japanese Encephalitis,0
15190,2020-W30,Tetanus,0
15191,2020-W30,Botulism,0
15192,2020-W30,Murine Typhus,0
15193,2020-W31,Cholera,0
15194,2020-W31,Paratyphoid,0
15195,2020-W31,Typhoid,0
15196,2020-W31,Acute Viral Hepatitis A,0
15197,2020-W31,Acute Viral Hepatitis E,1
15198,2020-W31,Poliomyelitis,0
15199,2020-W31,Plague,0
15200,2020-W31,Yellow Fever,0
15201,2020-W31,Dengue Fever,1376
15202,2020-W31,Dengue Haemorrhagic Fever,2
15203,2020-W31,Malaria,0
15204,2020-W31,Chikungunya,0
15205,2020-W31,HFMD,0
15206,2020-W31,Diphtheria,0
15207,2020-W31,Measles,0
15208,2020-W31,Mumps,2
15209,2020-W31,Rubella,0
15210,2020-W31,SARS,0
15211,2020-W31,Nipah,0
15212,2020-W31,Acute Viral hepatitis B,1
15213,2020-W31,Encephalitis,0
15214,2020-W31,Legionellosis,0
15215,2020-W31,Campylobacter enteritis,9
15216,2020-W31,Acute Viral hepatitis C,0
15217,2020-W31,Leptospirosis,1
15218,2020-W31,Melioidosis,0
15219,2020-W31,Meningococcal Infection,0
15220,2020-W31,Pertussis,0
15221,2020-W31,Pneumococcal Disease (invasive),1
15222,2020-W31,Haemophilus influenzae type b,0
15223,2020-W31,Salmonellosis(non-enteric fevers),26
15224,2020-W31,Avian Influenza,0
15225,2020-W31,Zika,0
15226,2020-W31,Ebola Virus Disease,0
15227,2020-W31,Japanese Encephalitis,0
15228,2020-W31,Tetanus,0
15229,2020-W31,Botulism,0
15230,2020-W31,Murine Typhus,0
15231,2020-W32,Cholera,0
15232,2020-W32,Paratyphoid,0
15233,2020-W32,Typhoid,1
15234,2020-W32,Acute Viral Hepatitis A,0
15235,2020-W32,Acute Viral Hepatitis E,0
15236,2020-W32,Poliomyelitis,0
15237,2020-W32,Plague,0
15238,2020-W32,Yellow Fever,0
15239,2020-W32,Dengue Fever,1667
15240,2020-W32,Dengue Haemorrhagic Fever,0
15241,2020-W32,Malaria,0
15242,2020-W32,Chikungunya,0
15243,2020-W32,HFMD,0
15244,2020-W32,Diphtheria,0
15245,2020-W32,Measles,0
15246,2020-W32,Mumps,3
15247,2020-W32,Rubella,0
15248,2020-W32,SARS,0
15249,2020-W32,Nipah,0
15250,2020-W32,Acute Viral hepatitis B,0
15251,2020-W32,Encephalitis,0
15252,2020-W32,Legionellosis,0
15253,2020-W32,Campylobacter enteritis,18
15254,2020-W32,Acute Viral hepatitis C,0
15255,2020-W32,Leptospirosis,0
15256,2020-W32,Melioidosis,1
15257,2020-W32,Meningococcal Infection,0
15258,2020-W32,Pertussis,0
15259,2020-W32,Pneumococcal Disease (invasive),0
15260,2020-W32,Haemophilus influenzae type b,0
15261,2020-W32,Salmonellosis(non-enteric fevers),27
15262,2020-W32,Avian Influenza,0
15263,2020-W32,Zika,0
15264,2020-W32,Ebola Virus Disease,0
15265,2020-W32,Japanese Encephalitis,0
15266,2020-W32,Tetanus,0
15267,2020-W32,Botulism,0
15268,2020-W32,Murine Typhus,0
15269,2020-W33,Cholera,0
15270,2020-W33,Paratyphoid,0
15271,2020-W33,Typhoid,0
15272,2020-W33,Acute Viral Hepatitis A,1
15273,2020-W33,Acute Viral Hepatitis E,0
15274,2020-W33,Poliomyelitis,0
15275,2020-W33,Plague,0
15276,2020-W33,Yellow Fever,0
15277,2020-W33,Dengue Fever,1336
15278,2020-W33,Dengue Haemorrhagic Fever,3
15279,2020-W33,Malaria,0
15280,2020-W33,Chikungunya,0
15281,2020-W33,HFMD,0
15282,2020-W33,Diphtheria,0
15283,2020-W33,Measles,0
15284,2020-W33,Mumps,6
15285,2020-W33,Rubella,0
15286,2020-W33,SARS,0
15287,2020-W33,Nipah,0
15288,2020-W33,Acute Viral hepatitis B,0
15289,2020-W33,Encephalitis,0
15290,2020-W33,Legionellosis,0
15291,2020-W33,Campylobacter enteritis,18
15292,2020-W33,Acute Viral hepatitis C,1
15293,2020-W33,Leptospirosis,2
15294,2020-W33,Melioidosis,0
15295,2020-W33,Meningococcal Infection,0
15296,2020-W33,Pertussis,0
15297,2020-W33,Pneumococcal Disease (invasive),1
15298,2020-W33,Haemophilus influenzae type b,0
15299,2020-W33,Salmonellosis(non-enteric fevers),27
15300,2020-W33,Avian Influenza,0
15301,2020-W33,Zika,0
15302,2020-W33,Ebola Virus Disease,0
15303,2020-W33,Japanese Encephalitis,0
15304,2020-W33,Tetanus,0
15305,2020-W33,Botulism,0
15306,2020-W33,Murine Typhus,0
15307,2020-W34,Cholera,0
15308,2020-W34,Paratyphoid,0
15309,2020-W34,Typhoid,1
15310,2020-W34,Acute Viral Hepatitis A,0
15311,2020-W34,Acute Viral Hepatitis E,0
15312,2020-W34,Poliomyelitis,0
15313,2020-W34,Plague,0
15314,2020-W34,Yellow Fever,0
15315,2020-W34,Dengue Fever,1285
15316,2020-W34,Dengue Haemorrhagic Fever,2
15317,2020-W34,Malaria,0
15318,2020-W34,Chikungunya,0
15319,2020-W34,HFMD,0
15320,2020-W34,Diphtheria,0
15321,2020-W34,Measles,0
15322,2020-W34,Mumps,5
15323,2020-W34,Rubella,0
15324,2020-W34,SARS,0
15325,2020-W34,Nipah,0
15326,2020-W34,Acute Viral hepatitis B,1
15327,2020-W34,Encephalitis,0
15328,2020-W34,Legionellosis,1
15329,2020-W34,Campylobacter enteritis,8
15330,2020-W34,Acute Viral hepatitis C,0
15331,2020-W34,Leptospirosis,2
15332,2020-W34,Melioidosis,1
15333,2020-W34,Meningococcal Infection,1
15334,2020-W34,Pertussis,0
15335,2020-W34,Pneumococcal Disease (invasive),1
15336,2020-W34,Haemophilus influenzae type b,0
15337,2020-W34,Salmonellosis(non-enteric fevers),35
15338,2020-W34,Avian Influenza,0
15339,2020-W34,Zika,0
15340,2020-W34,Ebola Virus Disease,0
15341,2020-W34,Japanese Encephalitis,0
15342,2020-W34,Tetanus,0
15343,2020-W34,Botulism,0
15344,2020-W34,Murine Typhus,0
15345,2020-W35,Cholera,0
15346,2020-W35,Paratyphoid,0
15347,2020-W35,Typhoid,0
15348,2020-W35,Acute Viral Hepatitis A,0
15349,2020-W35,Acute Viral Hepatitis E,2
15350,2020-W35,Poliomyelitis,0
15351,2020-W35,Plague,0
15352,2020-W35,Yellow Fever,0
15353,2020-W35,Dengue Fever,1153
15354,2020-W35,Dengue Haemorrhagic Fever,1
15355,2020-W35,Malaria,2
15356,2020-W35,Chikungunya,0
15357,2020-W35,HFMD,0
15358,2020-W35,Diphtheria,0
15359,2020-W35,Measles,0
15360,2020-W35,Mumps,4
15361,2020-W35,Rubella,0
15362,2020-W35,SARS,0
15363,2020-W35,Nipah,0
15364,2020-W35,Acute Viral hepatitis B,0
15365,2020-W35,Encephalitis,0
15366,2020-W35,Legionellosis,1
15367,2020-W35,Campylobacter enteritis,10
15368,2020-W35,Acute Viral hepatitis C,0
15369,2020-W35,Leptospirosis,0
15370,2020-W35,Melioidosis,1
15371,2020-W35,Meningococcal Infection,0
15372,2020-W35,Pertussis,0
15373,2020-W35,Pneumococcal Disease (invasive),0
15374,2020-W35,Haemophilus influenzae type b,0
15375,2020-W35,Salmonellosis(non-enteric fevers),22
15376,2020-W35,Avian Influenza,0
15377,2020-W35,Zika,0
15378,2020-W35,Ebola Virus Disease,0
15379,2020-W35,Japanese Encephalitis,0
15380,2020-W35,Tetanus,0
15381,2020-W35,Botulism,0
15382,2020-W35,Murine Typhus,0
15383,2020-W36,Cholera,0
15384,2020-W36,Paratyphoid,0
15385,2020-W36,Typhoid,0
15386,2020-W36,Acute Viral Hepatitis A,2
15387,2020-W36,Acute Viral Hepatitis E,2
15388,2020-W36,Poliomyelitis,0
15389,2020-W36,Plague,0
15390,2020-W36,Yellow Fever,0
15391,2020-W36,Dengue Fever,937
15392,2020-W36,Dengue Haemorrhagic Fever,1
15393,2020-W36,Malaria,1
15394,2020-W36,Chikungunya,1
15395,2020-W36,HFMD,0
15396,2020-W36,Diphtheria,0
15397,2020-W36,Measles,0
15398,2020-W36,Mumps,3
15399,2020-W36,Rubella,0
15400,2020-W36,SARS,0
15401,2020-W36,Nipah,0
15402,2020-W36,Acute Viral hepatitis B,0
15403,2020-W36,Encephalitis,0
15404,2020-W36,Legionellosis,0
15405,2020-W36,Campylobacter enteritis,12
15406,2020-W36,Acute Viral hepatitis C,0
15407,2020-W36,Leptospirosis,0
15408,2020-W36,Melioidosis,0
15409,2020-W36,Meningococcal Infection,0
15410,2020-W36,Pertussis,0
15411,2020-W36,Pneumococcal Disease (invasive),1
15412,2020-W36,Haemophilus influenzae type b,0
15413,2020-W36,Salmonellosis(non-enteric fevers),44
15414,2020-W36,Avian Influenza,0
15415,2020-W36,Zika,0
15416,2020-W36,Ebola Virus Disease,0
15417,2020-W36,Japanese Encephalitis,0
15418,2020-W36,Tetanus,0
15419,2020-W36,Botulism,0
15420,2020-W36,Murine Typhus,1
15421,2020-W37,Cholera,0
15422,2020-W37,Paratyphoid,0
15423,2020-W37,Typhoid,0
15424,2020-W37,Acute Viral Hepatitis A,0
15425,2020-W37,Acute Viral Hepatitis E,3
15426,2020-W37,Poliomyelitis,0
15427,2020-W37,Plague,0
15428,2020-W37,Yellow Fever,0
15429,2020-W37,Dengue Fever,725
15430,2020-W37,Dengue Haemorrhagic Fever,0
15431,2020-W37,Malaria,0
15432,2020-W37,Chikungunya,1
15433,2020-W37,HFMD,0
15434,2020-W37,Diphtheria,0
15435,2020-W37,Measles,0
15436,2020-W37,Mumps,6
15437,2020-W37,Rubella,0
15438,2020-W37,SARS,0
15439,2020-W37,Nipah,0
15440,2020-W37,Acute Viral hepatitis B,0
15441,2020-W37,Encephalitis,0
15442,2020-W37,Legionellosis,1
15443,2020-W37,Campylobacter enteritis,10
15444,2020-W37,Acute Viral hepatitis C,0
15445,2020-W37,Leptospirosis,0
15446,2020-W37,Melioidosis,0
15447,2020-W37,Meningococcal Infection,0
15448,2020-W37,Pertussis,0
15449,2020-W37,Pneumococcal Disease (invasive),0
15450,2020-W37,Haemophilus influenzae type b,0
15451,2020-W37,Salmonellosis(non-enteric fevers),29
15452,2020-W37,Avian Influenza,0
15453,2020-W37,Zika,0
15454,2020-W37,Ebola Virus Disease,0
15455,2020-W37,Japanese Encephalitis,0
15456,2020-W37,Tetanus,0
15457,2020-W37,Botulism,0
15458,2020-W37,Murine Typhus,0
15459,2020-W38,Cholera,0
15460,2020-W38,Paratyphoid,0
15461,2020-W38,Typhoid,0
15462,2020-W38,Acute Viral Hepatitis A,1
15463,2020-W38,Acute Viral Hepatitis E,1
15464,2020-W38,Poliomyelitis,0
15465,2020-W38,Plague,0
15466,2020-W38,Yellow Fever,0
15467,2020-W38,Dengue Fever,671
15468,2020-W38,Dengue Haemorrhagic Fever,0
15469,2020-W38,Malaria,0
15470,2020-W38,Chikungunya,0
15471,2020-W38,HFMD,0
15472,2020-W38,Diphtheria,0
15473,2020-W38,Measles,0
15474,2020-W38,Mumps,5
15475,2020-W38,Rubella,0
15476,2020-W38,SARS,0
15477,2020-W38,Nipah,0
15478,2020-W38,Acute Viral hepatitis B,1
15479,2020-W38,Encephalitis,0
15480,2020-W38,Legionellosis,1
15481,2020-W38,Campylobacter enteritis,11
15482,2020-W38,Acute Viral hepatitis C,1
15483,2020-W38,Leptospirosis,0
15484,2020-W38,Melioidosis,0
15485,2020-W38,Meningococcal Infection,0
15486,2020-W38,Pertussis,0
15487,2020-W38,Pneumococcal Disease (invasive),0
15488,2020-W38,Haemophilus influenzae type b,0
15489,2020-W38,Salmonellosis(non-enteric fevers),19
15490,2020-W38,Avian Influenza,0
15491,2020-W38,Zika,0
15492,2020-W38,Ebola Virus Disease,0
15493,2020-W38,Japanese Encephalitis,0
15494,2020-W38,Tetanus,0
15495,2020-W38,Botulism,0
15496,2020-W38,Murine Typhus,0
15497,2020-W39,Cholera,0
15498,2020-W39,Paratyphoid,0
15499,2020-W39,Typhoid,1
15500,2020-W39,Acute Viral Hepatitis A,1
15501,2020-W39,Acute Viral Hepatitis E,1
15502,2020-W39,Poliomyelitis,0
15503,2020-W39,Plague,0
15504,2020-W39,Yellow Fever,0
15505,2020-W39,Dengue Fever,590
15506,2020-W39,Dengue Haemorrhagic Fever,1
15507,2020-W39,Malaria,0
15508,2020-W39,Chikungunya,0
15509,2020-W39,HFMD,0
15510,2020-W39,Diphtheria,0
15511,2020-W39,Measles,0
15512,2020-W39,Mumps,2
15513,2020-W39,Rubella,0
15514,2020-W39,SARS,0
15515,2020-W39,Nipah,0
15516,2020-W39,Acute Viral hepatitis B,0
15517,2020-W39,Encephalitis,0
15518,2020-W39,Legionellosis,0
15519,2020-W39,Campylobacter enteritis,7
15520,2020-W39,Acute Viral hepatitis C,1
15521,2020-W39,Leptospirosis,0
15522,2020-W39,Melioidosis,1
15523,2020-W39,Meningococcal Infection,0
15524,2020-W39,Pertussis,0
15525,2020-W39,Pneumococcal Disease (invasive),0
15526,2020-W39,Haemophilus influenzae type b,0
15527,2020-W39,Salmonellosis(non-enteric fevers),26
15528,2020-W39,Avian Influenza,0
15529,2020-W39,Zika,0
15530,2020-W39,Ebola Virus Disease,0
15531,2020-W39,Japanese Encephalitis,0
15532,2020-W39,Tetanus,0
15533,2020-W39,Botulism,0
15534,2020-W39,Murine Typhus,0
15535,2020-W40,Cholera,0
15536,2020-W40,Paratyphoid,0
15537,2020-W40,Typhoid,1
15538,2020-W40,Acute Viral Hepatitis A,0
15539,2020-W40,Acute Viral Hepatitis E,0
15540,2020-W40,Poliomyelitis,0
15541,2020-W40,Plague,0
15542,2020-W40,Yellow Fever,0
15543,2020-W40,Dengue Fever,605
15544,2020-W40,Dengue Haemorrhagic Fever,0
15545,2020-W40,Malaria,0
15546,2020-W40,Chikungunya,0
15547,2020-W40,HFMD,0
15548,2020-W40,Diphtheria,0
15549,2020-W40,Measles,0
15550,2020-W40,Mumps,5
15551,2020-W40,Rubella,0
15552,2020-W40,SARS,0
15553,2020-W40,Nipah,0
15554,2020-W40,Acute Viral hepatitis B,1
15555,2020-W40,Encephalitis,0
15556,2020-W40,Legionellosis,0
15557,2020-W40,Campylobacter enteritis,8
15558,2020-W40,Acute Viral hepatitis C,0
15559,2020-W40,Leptospirosis,1
15560,2020-W40,Melioidosis,0
15561,2020-W40,Meningococcal Infection,0
